Topic1,Topic2,Topic3
0.651855186587575,0.0242584460617784,0.323886367350647
0.695276852406368,0.01664375339704,0.288079394196592
0.142616981096706,0.0760356603899875,0.781347358513307
0.71421030081661,0.0276572462550909,0.258132452928299
0.0630746188475296,0.021956736538152,0.914968644614319
0.93916442545658,0.0247901126857374,0.0360454618576824
0.261411241300707,0.0532180977665181,0.685370660932775
0.352473515979977,0.0207175787845647,0.626808905235458
0.748216709397737,0.0117951389848694,0.239988151617394
0.0691442281888744,0.0599251592766129,0.870930612534513
0.26246858224115,0.0300658931736859,0.707465524585164
0.947516165491352,0.0099861254523091,0.0424977090563391
0.198433531389821,0.0156737444021133,0.785892724208066
0.166993217708617,0.0199911057641336,0.81301567652725
0.211698074546843,0.0245669676309241,0.763734957822233
0.102303683292752,0.035432785820171,0.862263530887077
0.442782641901845,0.0436929912603376,0.513524366837817
0.317203114245686,0.0472758251925073,0.635521060561807
0.100591952410879,0.0700092096701103,0.82939883791901
0.947010997322207,0.0125686069606681,0.0404203957171251
0.366882691056063,0.0540082796951702,0.579109029248767
0.913019458847402,0.0559944264448305,0.0309861147077677
0.347816476051013,0.0416388771859481,0.610544646763039
0.0839592628753283,0.203449832335926,0.712590904788746
0.944229494471737,0.0215400416626201,0.034230463865643
0.305091636999087,0.0342201936198528,0.66068816938106
0.977652079075266,0.00646423083915324,0.0158836900855802
0.521224632188462,0.273020836430622,0.205754531380917
0.25163540493718,0.171958655854765,0.576405939208055
0.390069778827528,0.144589990531367,0.465340230641105
0.115409868069932,0.085371731034911,0.799218400895157
0.440685386298398,0.307464219709737,0.251850393991865
0.654391706955431,0.0277617760474309,0.317846516997139
0.38344370468663,0.0954776946667362,0.521078600646633
0.70780854454147,0.0265812410155556,0.265610214442974
0.915359654503039,0.0222227012040969,0.0624176442928641
0.806952362459209,0.106247177351434,0.086800460189358
0.823066324208845,0.0206711148790849,0.156262560912071
0.134351148176163,0.0396057987615126,0.826043053062325
0.496769966521551,0.0392241653034099,0.46400586817504
0.201746062383294,0.0240765146873164,0.77417742292939
0.981916536151906,0.00766543283142322,0.010418031016671
0.95675751387914,0.022419589752036,0.0208228963688238
0.274556911118198,0.0426219047447051,0.682821184137097
0.231929805100815,0.212492501485654,0.555577693413531
0.924435398758041,0.0279531294975446,0.0476114717444139
0.452071553986119,0.0424726756209224,0.505455770392959
0.923362308845061,0.0219767422215157,0.054660948933423
